"white_username","black_username","white_rating","black_rating","white_result","time_class","time_control","rules","rated","Event","FirstMove"
"AaliSyed","Bama3737",1640,1820,"loss","bullet","60","chess","True","Live Chess""","e4"
"Abd-alhamedyousef11","waliwalid",1244,1222,"loss","blitz","600","chess","True","Live Chess""","e4"
"84miro","KobadeDread",1578,1593,"win","blitz","180","chess","True","Live Chess""","e4"
"09Gladiator09","DarkRavenGamer",1038,988,"win","bullet","60","chess","True","Live Chess""","d3"
"666sick","7assoon131",1290,1346,"loss","bullet","60","chess","True","Live Chess""","e4"
"wpsmug","09Gladiator09",1029,1020,"loss","bullet","60","chess","True","Live Chess""","e4"
"20hp1","Rafaylo",1075,925,"win","blitz","180","chess","True","Live Chess""","e4"
"wahyun8","abbastemi",1523,1396,"loss","blitz","300+5","chess","True","Live Chess""","e4"
"09Gladiator09","olmecGuru",955,1020,"loss","bullet","60","chess","True","Live Chess""","Nf3"
"7amza","MirODb",1296,903,"win","bullet","120+1","chess","True","Live Chess""","['e4']"
"VcpFubar","1UnknownP",530,578,"loss","bullet","120+1","chess","True","Live Chess""","d4"
"30cmwkolanie","JorgAugust",595,591,"loss","rapid","600","chess","True","Live Chess""","e4"
"andrealocati","abbe77",775,716,"win","blitz","300","chess","True","Live Chess""","d4"
"aadi155","NextGenShock",820,820,"loss","blitz","300","chess","True","Live Chess""","e4"
"abdelllll","Bassel8",576,543,"win","blitz","600","chess","True","Live Chess""","e4"
"13798","tchaca",540,528,"loss","blitz","180","chess","True","Live Chess""","e4"
"cammauf1","19MBatt95",1030,1046,"loss","blitz","600","chess","True","Live Chess""","d4"
"1Ilikechess1","Gabbospaccaculi",1516,1487,"win","bullet","60","chess","True","Live Chess""","e4"
"4Kings23","nareshchandani",813,937,"loss","blitz","180+2","chess","True","Live Chess""","d4"
"17naird1","Aadav",1595,1600,"loss","bullet","60","chess","True","Live Chess""","d4"
"1Corinthians13","sinster_ca",1238,1199,"win","blitz","180","chess","True","Live Chess""","e4"
"Paparazzzii","18860102",1572,1400,"win","bullet","60","chess","True","Live Chess""","d4"
"AaliSyed","12345yoe",1740,1536,"win","bullet","60","chess","True","Live Chess""","e4"
"AaliSyed","pmserrano",1726,1817,"loss","bullet","60","chess","True","Live Chess""","e4"
"Abatichs","Teldorr",1395,1392,"loss","blitz","300","chess","True","Live Chess""","e4"
"TBriT","42757",1285,1283,"win","blitz","180","chess","True","Live Chess""","e4"
"aaravdudechess","Drdoom297",559,478,"win","bullet","60","chess","True","Live Chess""","f4"
"ADHOC1974","AaliSyed",1656,1684,"win","bullet","60","chess","True","Live Chess""","d4"
"ThomasMoerman","51fun",582,593,"win","bullet","60","chess","True","Live Chess""","d4"
"18860102","ibrahim_tahon",1496,1581,"loss","rapid","600","chess","True","Live Chess""","e4"
"GBorgesS","201215",567,721,"win","bullet","60","kingofthehill","True","Live Chess - King of the Hill""","Nf3"
"r_e_c_e_b","09Gladiator09",1113,1084,"loss","bullet","60","chess","True","Live Chess""","e4"
"AliiAliiAlii","0freakonaleash",972,924,"win","rapid","600","chess","True","Live Chess""","d4"
"Ronbas","2525pc",1653,1763,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"Gurk0n","A-Series",1547,1611,"loss","rapid","600","chess","True","Live Chess""","e4"
"gle123","68Roch",1646,1637,"loss","rapid","600","chess","True","Live Chess""","e4"
"25shaw5","AlexisG76",1024,1059,"loss","blitz","180+2","chess","True","Live Chess""","c4"
"ariagrius","0551171135",1139,1129,"win","rapid","1800","chess","True","Live Chess""","e4"
"futurista86","AAPD11",706,1713,"loss","rapid","600","chess","False","Live Chess""","e4"
"renimarcuarto","aadil_c",1714,1711,"win","blitz","180","chess","True","Live Chess""","e4"
"Abdodi","MaxiNimzo",2333,2327,"loss","bullet","60","chess","True","Live Chess""","e4"
"0419202","zcanCosar",1471,1441,"win","bullet","60","chess","True","Live Chess""","e4"
"31937770","TL-Santll",1058,1083,"loss","blitz","300","chess","True","Live Chess""","c4"
"abdo_001","elite81811",1618,1580,"win","bullet","60","chess","True","Live Chess""","e4"
"tomasrcardoso","7assoon131",1383,1278,"win","bullet","60","chess","True","Live Chess""","e4"
"priest1994","abderrazek19",1889,2013,"loss","blitz","300","chess","True","Live Chess""","e4"
"AaliSyed","Abdi53",1641,1674,"loss","bullet","60","chess","True","Live Chess""","e4"
"7assoon131","Nadav541",1456,1490,"loss","bullet","60","chess","True","Live Chess""","e4"
"mrchl","Abatichs",1429,1444,"loss","rapid","600","chess","True","Live Chess""","e4"
"06frestu","oscarbuzo",1264,1267,"win","rapid","600","chess","True","Live Chess""","d3"
"ambarov","2good4u734",2060,2215,"loss","bullet","60","chess","True","Live Chess""","d4"
"NephiRomano","AaliSyed",1869,1766,"win","bullet","60","chess","True","Live Chess""","e4"
"Goldenburger394","abderahmanebencheikh",211,126,"win","blitz","600","chess","True","Live Chess""","e3"
"sulaiman1429","Aashikamor",1108,1122,"win","blitz","300","chess","True","Live Chess""","d4"
"drbreitbandlol","84miro",1579,1593,"loss","blitz","180","chess","True","Live Chess""","e3"
"crispypawns888","abdallahshoukry",1681,1707,"loss","blitz","180","chess","True","Live Chess""","c4"
"5t34yw6y4w","Addy21686",822,980,"loss","blitz","600","chess","True","Live Chess""","g4"
"13litvin13","jaimeABM",915,894,"loss","blitz","300","chess","True","Live Chess""","e4"
"51fun","ismailahmad1",576,815,"win","bullet","60","chess","True","Live Chess""","e4"
"456732506","IAmBadChessMan",1580,1153,"win","blitz","300","chess","True","Live Chess""","e4"
"Hitaya","a9020",812,651,"loss","rapid","1800","chess","True","Live Chess""","e4"
"SkandinavianChessGuy","28harish",1011,1154,"loss","daily","1/172800","chess","True","Let's Play!""","e4"
"loloant2","aang1",938,963,"loss","blitz","300","chess","True","Live Chess""","b4"
"06frestu","AleksMarutyan",1230,1265,"loss","rapid","600","chess","True","Live Chess""","d4"
"RapidMates","AaliSyed",1519,1595,"win","bullet","60","chess","True","Live Chess""","c4"
"HMN20","1King_of_chess",1883,1811,"loss","rapid","600","chess","True","Live Chess""","e4"
"1tech","pear2pear",1321,1725,"loss","daily","1/259200","chess","True","Feelings of the Chess: Passion - Round 5""","No move found"
"naderoof","0551171135",979,1110,"loss","rapid","1800","chess","True","Live Chess""","e4"
"3dOJoda","pawciob1",1059,1078,"loss","bullet","60","kingofthehill","True","Live Chess - King of the Hill""","e4"
"a1act","wolfy_howls",1058,1106,"loss","rapid","600","chess","True","Live Chess""","e4"
"0SneakyTurtle0","erti60",560,488,"win","bullet","60","chess","True","Live Chess""","e4"
"abdul2750","koulisk",1076,1242,"win","blitz","600","chess","True","Live Chess""","e4"
"Kelculator","1Ilikechess1",1471,1496,"win","bullet","60","chess","True","Live Chess""","d4"
"00Arch_Bishop00","munnaspandey",1294,1307,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"Frankfit1997","4nt0r2g",994,1129,"loss","blitz","300","chess","True","Live Chess""","e4"
"Abdodi","MightyTurnip",2268,2210,"win","blitz","180","chess","True","Live Chess""","e4"
"abdellhamid","Ralph_vilor",1484,1514,"loss","bullet","30","chess","True","Live Chess""","e3"
"aashutosh99","iggy0070",1067,1091,"win","rapid","600","chess","True","Live Chess""","d4"
"aadipatel5","KAZALM",568,562,"win","bullet","60+1","chess","True","Live Chess""","Nf3"
"22092009sherban","jayesh0410",1314,1236,"loss","rapid","600","chess","True","Live Chess""","d4"
"0Mchess","SamuelL25",629,593,"win","bullet","60","chess","True","Live Chess""","e4"
"01061393288","ItsvetOnChess",1498,1483,"win","blitz","300","chess","True","Live Chess""","e4"
"123dragan123","aleks_0",2485,2463,"loss","blitz","180","chess","True","Live Chess""","d4"
"miope42","070170",1618,1357,"win","daily","1/259200","chess","True","Chess Learners Brawl #23 - Round 2""","['e4']"
"manolomonleon","18600050NND",1241,1241,"loss","rapid","600","chess","True","Live Chess""","e4"
"jmbren","Aaroni4",634,580,"win","rapid","600","chess","True","Live Chess""","e4"
"patronpappi","1998June21",511,471,"win","rapid","600","chess","True","Live Chess""","e4"
"bobylart","0mansa9",1281,1309,"win","rapid","600","chess","True","Live Chess""","e4"
"C0m3t_r1d3r","15_tactical_15",1681,1711,"loss","blitz","180","chess","True","Live Chess""","e4"
"jrmatinee","09Gladiator09",946,979,"loss","bullet","60","chess","True","Live Chess""","e4"
"greenbeansaregood","Aayush_mohan",1674,1364,"loss","bullet","30","chess","True","Live Chess""","e4"
"0Mchess","jay8898",605,493,"win","bullet","60","chess","True","Live Chess""","e4"
"4chess8mate","Skegeeman1",1475,1388,"win","rapid","600","chess","True","Live Chess""","d4"
"AaliSyed","WatchfulPrism",1584,1592,"win","bullet","60","chess","True","Live Chess""","e4"
"Rickscheck","abdelhamed",1524,1471,"win","blitz","180","chess","True","Live Chess""","c4"
"abdo_001","emdog05",1346,1260,"win","bullet","60","chess","True","Live Chess""","e4"
"09494841664","banginis",996,1085,"loss","blitz","300","chess","True","Live Chess""","c4"
"Abattoir_Aang","Nicoloche62",1182,1146,"win","blitz","300","chess","True","Live Chess""","e4"
"arminmehi","200iqcat",1354,1326,"win","blitz","300","chess","True","Live Chess""","e4"
"42757","KnightMare713",1267,1262,"loss","blitz","180","chess","True","Live Chess""","d4"
"abdillahjunaidi","F4bricio",1440,1447,"win","bullet","120+1","chess","True","Live Chess""","e3"
"1UnknownP","KayahKo",463,455,"loss","blitz","300","chess","True","Live Chess""","d4"
"AaravDps","Musab_Alhrsh",1054,1028,"win","bullet","60","chess","True","Live Chess""","e4"
"4TLAS","hysman95",1835,1748,"win","bullet","60","chess","True","Live Chess""","d4"
"Suffsman","21_Ashish",1125,1181,"loss","bullet","60","chess","True","Live Chess""","e4"
"abdessattar2014","NIK0LA0S",1525,1550,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"3obhan","yahiaaaaaaa",964,973,"win","rapid","600","chess","True","Live Chess""","e4"
"ramkalyan80","3srliton",900,907,"win","blitz","600","chess","True","Live Chess""","e4"
"Juancamposalmeria","AardvarkTears",1001,989,"win","rapid","600","chess","True","Live Chess""","e4"
"Abatichs","BadBoyDoubleTheBad",1468,1445,"win","rapid","600","chess","True","Live Chess""","e4"
"Tiago13Machado","1955krug",1158,1332,"win","daily","1/864000","chess","True","Cougar Cup - Round 2""","c4"
"abdallahshoukry","PrisonRook",1780,1769,"loss","blitz","180","chess","True","Live Chess""","e4"
"1southern2","slodgepaste",1256,1223,"win","bullet","60","chess","True","Live Chess""","e4"
"amm559","1993Neha",470,667,"loss","blitz","180","chess","True","Live Chess""","e4"
"killerhorsie","001bishop",772,774,"win","daily","1/1209600","chess960","True","Chess 960 Beginners (Slow) Tourney - Round 1 - Chess960""","d3"
"abdulkadirbakari","Eye_bee_em",1366,888,"win","rapid","600","chess","True","Live Chess""","e4"
"A-rnum-A","charmichirag",1398,1284,"win","blitz","300+5","chess","False","Live Chess""","e4"
"1nopnn1","punkitgupta",938,949,"loss","rapid","1800","chess","True","Live Chess""","d4"
"abdella5","honey67",494,474,"win","rapid","1800","chess","True","Live Chess""","e4"
"Winnesa","AaliSyed",2402,1650,"win","bullet","60","chess","True","Live Chess""","e4"
"786Ace","bigksri",1518,1495,"loss","rapid","600","chess","True","Live Chess""","e4"
"Resigne","abdo_001",1363,1414,"win","bullet","60","chess","True","Live Chess""","e4"
"SheriffSurfs","0Mchess",975,1116,"win","rapid","600","chess","False","Live Chess""","Nf3"
"RedHamm3r","9991andrew",528,429,"win","rapid","900+10","chess","True","Live Chess""","e4"
"abader91","MarguiAngel",1176,1159,"win","bullet","60","chess","True","Live Chess""","d4"
"17sarthak11","beautynails",1400,1478,"win","blitz","300+5","chess","True","Live Chess""","d3"
"LakeSailer","3emad",1222,1142,"win","bullet","60","chess","True","Live Chess""","d4"
"51fun","Gonzozzz",664,612,"loss","bullet","60","chess","True","Live Chess""","e4"
"2202kerg","penguinJ18",1457,400,"win","daily","1/86400","chess","True","Let's Play!""","e4"
"745H1N","BENJA2551",969,872,"win","bullet","60","kingofthehill","True","Live Chess - King of the Hill""","e4"
"463316","Antoniolan66",1236,1240,"win","blitz","600","chess","True","Live Chess""","e4"
"JoseG221","1Corinthians13",1301,1275,"loss","blitz","180","chess","True","Live Chess""","e4"
"derpless","Aashik20",965,970,"loss","bullet","60+1","chess","True","Live Chess""","d4"
"Leyght","1WannabeGM",844,840,"loss","bullet","60","chess","True","Live Chess""","b3"
"1to037","nomanov777",1529,1536,"win","bullet","120+1","chess","True","Live Chess""","b3"
"Aarav_G","Aadit_Ag",666,1096,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"tamer11t","abdo_001",1680,1716,"loss","blitz","180","chess","True","Live Chess""","h3"
"Cpeterrana","09392892042",1469,1563,"loss","rapid","900+10","chess","True","Live Chess""","e4"
"HelynnofTroy","84miro",1525,1550,"loss","blitz","180","chess","True","Live Chess""","e4"
"AAAMASTER123","Luco",1645,1663,"win","bullet","120+1","chess","True","Live Chess""","e4"
"Jiger123","6199",1179,1170,"loss","rapid","600","chess","True","Live Chess""","Nc3"
"abdellhamid","Brett_A_S",1454,1418,"win","bullet","30","chess","True","Live Chess""","e3"
"tim174","20hp1",1015,1056,"loss","blitz","180","chess","True","Live Chess""","c4"
"1to037","CECP22",1513,1426,"win","bullet","120+1","chess","True","Live Chess""","b3"
"Abatichs","meat_polish",1442,1491,"loss","rapid","600","chess","True","Live Chess""","e4"
"Ugin69","abcd3210",1230,1334,"loss","bullet","60+1","chess","True","Live Chess""","e4"
"Adapt75","Aaronguedes",1617,1589,"win","blitz","180","chess","True","Live Chess""","e4"
"mina8913","1UnknownP",590,569,"win","blitz","300+5","chess","True","Live Chess""","e4"
"AaliSyed","gray_cat",1481,1221,"win","bullet","60","chess","True","Live Chess""","e4"
"francoisrayes","5000IQ77",1308,1285,"win","rapid","600","chess","True","Live Chess""","e4"
"franssetiadi","abdo_001",1633,1653,"loss","blitz","180","chess","True","Live Chess""","e4"
"abdulmajeedashor","1ArM-ArMeNiA1",1829,1743,"win","blitz","180","chess","True","Live Chess""","f4"
"6294","domio1",1072,1079,"loss","blitz","180","chess","True","Live Chess""","d4"
"17Astros","Acselz",1272,1155,"win","blitz","180+2","chess","True","Live Chess""","e4"
"DikiCilik","1885liam",1825,1789,"win","rapid","600","chess","True","Live Chess""","e4"
"589amf","Offca",1354,1285,"win","bullet","60+1","chess","True","Live Chess""","e4"
"Nachomunoz17","3mriXx",1095,1117,"win","blitz","300","chess","True","Live Chess""","e4"
"imcomingforyou32","21Bassman21",442,333,"win","blitz","180+2","chess","True","Live Chess""","c4"
"thology","AbdoBaz",1045,1088,"win","blitz","300","chess","True","Live Chess""","d4"
"77jose77","KillaHawall650",1003,1036,"loss","blitz","180","chess","True","Live Chess""","e4"
"evens80","abderaak",1269,1267,"win","rapid","600","chess","True","Live Chess""","e4"
"1885liam","duksme",1783,1758,"win","rapid","600","chess","True","Live Chess""","d4"
"VirenB","3emad",1212,1216,"loss","bullet","60","chess","True","Live Chess""","e4"
"KomodoBoss","1-Leon",2375,797,"win","blitz","180","chess","True","Live Chess""","d4"
"Gikasparov","abdillahjunaidi",1528,1490,"win","bullet","120+1","chess","True","Live Chess""","e4"
"1885liam","Donex7",1580,1743,"loss","daily","1/86400","chess","True","Fast Tournament 20 - Round 3""","d4"
"Juanqui61","abdillahjunaidi",1610,1542,"loss","bullet","120+1","chess","True","Live Chess""","d4"
"moreamoramor","18102004",1896,1862,"win","blitz","180","chess","True","Live Chess""","e4"
"Mickel64","4thehellofit",1073,1121,"loss","blitz","300","chess","True","Live Chess""","e4"
"Sadhu007","-basu-",1536,1523,"win","rapid","600","chess","True","Live Chess""","e4"
"you_are_my_future","3emad",1254,1179,"win","bullet","60","chess","True","Live Chess""","g3"
"HSal","5tern",1242,1222,"loss","blitz","180","chess","True","Live Chess""","e4"
"021artinradfar021","Werbnojoke",1362,1395,"loss","blitz","300","chess","True","Live Chess""","d4"
"davidstojanovic1","31937770",991,992,"loss","bullet","60","chess","True","Live Chess""","d4"
"Matt_Wang2","2good4u734",2141,2253,"loss","bullet","60","chess","True","Live Chess""","e4"
"kabilanilan","0551171135",1200,1139,"loss","daily","1/259200","chess","True","Let's Play!""","e4"
"Abat41","robertobolognetti",1423,1396,"win","blitz","300","chess","True","Live Chess""","e4"
"kirstymiller","12345youare",1265,1052,"win","bullet","120+1","chess","True","Live Chess""","e4"
"x2QWeRTY","3rdmove",721,725,"loss","bullet","60","chess","True","Live Chess""","d4"
"solstice_21","AaliSyed",1795,1690,"win","bullet","60","chess","True","Live Chess""","e4"
"carlsenwayanad","21000",1825,1719,"win","rapid","600","chess","True","Live Chess""","e4"
"caruana30","Aaron_stone_returns",1107,1105,"win","blitz","180+2","chess","True","Live Chess""","e4"
"7assoon131","Ravvers",1447,1438,"loss","bullet","60","chess","True","Live Chess""","e4"
"jaspal12","abdkhamayseh",1279,1264,"win","blitz","600","chess","True","Live Chess""","e3"
"1southern2","tired_of_ignorance",1399,1369,"loss","bullet","60","chess","True","Live Chess""","e4"
"123ret","alienjuggalo111",1328,1344,"loss","blitz","300","chess","True","Live Chess""","d4"
"A3110","tonybarach",1844,1795,"win","blitz","600","chess","True","Live Chess""","e4"
"mishonokarishvili","420nico",1046,1004,"win","blitz","300","chess","True","Live Chess""","e4"
"3141516","pupuljan",2171,2117,"win","blitz","300","chess","True","Live Chess""","e4"
"aahana","bana38",1402,1214,"loss","bullet","60","chess","True","Live Chess""","d4"
